fact_id,date_id,state_id,total_tests,positive_tests,positivity_rate,vaccination_coverage_pct,booster_coverage_pct,hospital_beds,doctors,phc_count,chc_count,icu_utilization_pct,bed_occupancy_pct,reporting_compliance_pct,turnaround_time_days,reporting_rate_pct
537,17,25,2011,278,13.84,77.7,48.8,1151,254,14,5,56.8,60.3,93,4.6,81.1
538,17,26,146155,15429,10.56,83.4,56.4,37409,18997,1339,620,88,52.6,82.5,1.1,84.4
539,17,27,11399,655,5.75,59.9,41.6,3859,884,99,46,64.1,58.3,73.8,2.5,61.7
540,17,28,60720,5922,9.75,56.8,34.6,10136,7360,643,274,60.2,50.4,86.9,4.5,55.2
541,17,29,23532,531,2.26,51.7,28.9,7582,2336,241,18,77.7,50.8,90.6,4.1,66
542,17,30,13782,375,2.72,96.2,59.7,2630,920,89,24,33.3,80.9,98.8,0.5,72.4
543,17,31,192,16,8.84,76.5,47.2,51,15,1,0,75.4,63.7,98.9,4.9,61.8
544,17,32,1625,271,16.73,91.7,59.3,426,51,6,3,43.8,52.2,68.7,2.8,86.7
545,18,1,63566,2554,4.02,45.1,20.3,4500,1863,198,78,37.4,47.1,91.5,4.6,82.5
546,18,2,796,74,9.4,77.4,54,437,139,10,2,34.8,68.1,84.4,4,68.6
547,18,3,37397,5672,15.17,88.2,30.7,8797,3053,280,41,61.8,44.4,70.9,4.1,85.8
548,18,4,64227,10959,17.06,80.3,42.7,14920,4346,253,260,96.3,56.5,78.2,1.1,58.4
549,18,5,19712,481,2.44,48.4,30.3,4897.5,2131,170,26,89.3,63.7,77.4,1,69.4
550,18,6,1629,262,16.1,67.1,42.8,413,50,5,3,30.9,68.7,72.1,1.5,76.4
551,18,7,76121,1734.5,10.22,96.6,64.8,8848,3628,313,53,42.7,68.2,87,3,73.8
552,18,8,30337,4717,15.55,81.3,31.2,4487,2011,83,16,78.1,90.9,65.8,0.9,79.4
553,18,9,8376,1311,15.66,47.2,16.1,1560,341,20,10,39.3,41.8,91.6,2,60.6
554,18,10,33353,4618,13.85,57.7,30.2,3093,1828,276,98,73.9,93.6,79.8,2.2,70
555,18,11,58554,1317,2.25,72.4,30.2,9290,3928,180,94,70.4,76.8,73.7,2.3,93.8
556,18,12,31877,4937,15.49,67.7,28.9,8693,2583,275,52,79.8,81,69.8,1.7,55.8
557,18,13,47861,8538,17.84,86.3,26.7,18381,2586,421,116,95.6,68.3,86.1,3.8,96.8
558,18,14,110251,10641,9.65,98,38,36502,10209,443,122,83.3,53.9,76.8,0.9,99.8
559,18,15,3064,349,11.39,72.4,35.2,587,124,18,8,45.3,50.9,73,4.7,85.1
560,18,16,2642,229,8.69,51.9,30.9,832,134,25,6,86.6,91,89.8,4.6,74.1
561,18,17,1286,187,14.55,88.1,29.7,255,27,4,1,55.6,72.8,72.8,2.4,69.6
562,18,18,1072,170,15.95,76,23.6,556,152,9,3,67.9,38,68.7,0.8,77.5
563,18,19,22739,846,3.72,72.8,31.1,4385,2860,307,115,43.1,40.1,80.1,3.9,74
564,18,20,22661,3100,13.68,75.7,28.3,8190,1256,99,77,82.5,53.5,87.3,3.2,57.1
565,18,21,59092,5261,8.9,73.8,41.5,9400,4412,213,157,64.2,52.2,78.9,3.9,70.1
566,18,22,463,56,12.29,57.9,30.8,62,49,5,0,64,40.4,64.8,2.5,62.3
567,18,23,82921,14859,17.92,84,49.7,20646,3292,598,58,70.4,63.5,80.1,4.3,61.9
568,18,24,16905,1950,11.54,94.2,57,10114,2403,219,94,89.9,41.6,67.6,3.5,99.6
569,18,25,4464,666,14.93,61.9,30.9,757,261,18,8,90.5,61,62.1,1.7,86.5
570,18,26,258201,18489,7.16,45.3,30.7,66948,19904,1809,583,85.7,50.9,98.4,3.6,62
571,18,27,21209,854,4.03,71.1,29.3,4795,1798,94,24,72.5,79.2,90.2,1.5,63.2
572,18,28,101638,9024,8.88,83.3,47.9,22195,5396,299,297,69.1,75.5,93.6,0.9,63.1
573,18,29,25865,1603,6.2,59.4,22,6978,2021,237,59,77.6,61.1,75,4.4,99.7
574,18,30,5815,727,12.5,58.7,23.2,3014,367,107,40,52.3,76.6,63.7,0.6,64.2
575,18,31,136,2,2,50.4,15.3,40,21,1,0,45.8,68.6,88.3,1.2,81.5
576,18,32,660,34,5.22,54.5,23,365,83,10,4,70,75.7,60.6,4,67.5
577,19,1,52558,6854,13.04,50.8,30.8,12113,2950,385,59,65.3,47.6,88,4.8,56
578,19,2,991,126,12.75,84.9,55.7,412,120,11,2,63.4,45.2,65.8,4.8,62.4
579,19,3,19985,962,4.82,80.3,24.5,8433,2872,161,61,35.8,39.8,91.4,3.6,87.9
580,19,4,125550,9950,7.93,84.3,39.1,10814,4274,528,69,64.9,67.9,73.5,3.3,70.9
581,19,5,33749,5768,17.09,72.1,24.1,4102,1861,113,74,59.3,54.9,84.5,3.9,65.8
582,19,6,1655,102,6.22,74.6,35.6,301,47,8,1,50.2,88.6,80.1,3.5,86.8
583,19,7,71573,1885,2.63,59.9,22,18962,4624,344,184,33.7,35.8,64.9,1.7,73.4
584,19,8,14633,1585,10.84,78.6,39.8,4897.5,2067,191,35,36.4,56.6,87.1,0.6,72
585,19,9,7404,792,10.7,91.4,32,1408,501,32,11,63.5,44.6,80.6,1.6,73.3
586,19,10,21943,1801,8.21,84.4,41.7,9951,2950,113,25,50.2,67.7,72.5,0.7,78.5
587,19,11,53583,1734.5,13.55,58.4,19,15617,4653,135,98,47.5,96.2,82.5,1.4,81.4
588,19,12,19118,1734.5,11.63,92.5,47.6,6972,809,204,23,68.9,69.7,70.6,4.8,62.7
589,19,13,54814,8583,15.66,96.5,64.9,21653,2445,186,124,80.9,96.8,93.4,4.5,73
590,19,14,76045,6955,9.15,69.2,37.5,10913,7334,363,95,61.9,70.2,87.9,2,96.7
591,19,15,1406,242,17.22,83.3,37.8,789,182,19,2,53.2,55.2,80.1,3.9,63.7
592,19,16,3383,396,11.71,81.2,37.5,405,174,13,5,74.7,43,98.8,1.8,95.5
593,19,17,932,112,12.12,74,44.5,150,98,4,1,76.7,48.6,94.3,5,64.5
594,19,18,1580,262,16.59,92.6,56.3,327,141,12,5,78.3,88.9,90.4,3.6,73.6
595,19,19,26369,1110,4.21,49.4,17.7,6653,3770,169,42,79.8,74.4,95.2,2.9,81.1
596,19,20,15759,2316,14.7,67,36.4,4897.5,1699,224,60,70.5,51.8,64.2,3.6,74.2
597,19,21,51536,7772,15.08,80.7,39.4,21500,5297,166,237,62.7,77.6,71.5,0.8,56.1
598,19,22,609,47,7.74,47,28.6,142,44,1,1,62.6,51.7,98.4,4.2,80.1
599,19,23,43526,1123,2.58,90.9,32.2,21265,2874,400,124,31.1,96.6,98,2.8,80.6
600,19,24,42753,7572,17.71,92.3,29.6,6820,3144,242,75,68.6,88.7,99,4.6,69.4
601,19,25,2955,476,16.12,81.2,24.5,955,278,16,7,32.8,50.5,82.8,0.9,63.4
602,19,26,240488,9945,4.14,55.6,29.6,22242,10951,1590,385,33,73,72,0.8,95.8
603,19,27,10732,906,8.44,65.2,29.4,3149,699,86,15,90.2,83.2,85.9,4.8,94.6
604,19,28,79301,11103,14,49.8,32.4,29587,6378,465,261,40,80.2,64.6,1.3,76.5
605,19,29,17613,2554,14.5,76.2,44,5933,2335,215,79,96.8,65.8,80.1,3.4,70.2
606,19,30,11600,309,2.67,85.4,29.7,2989,1046,76,11,61.8,66,80.4,2,98.4
607,19,31,195,6,3.21,88.3,38.2,30,6,0,0,88.7,51,82.2,1.3,80.4
608,19,32,1609,205,12.74,69.5,40.6,328,81,4,2,33.6,38.9,69.2,0.8,62.5
609,20,1,45701,1734.5,8.28,77.7,26.5,13178,1875,359,116,86.4,80,62.8,4.1,85.3
610,20,2,1495,152,10.17,80.1,45.4,424,60,11,2,84.5,57.4,64.1,0.9,94.3
611,20,3,30707,5383,17.53,97.3,55.7,8746,1046,87,72,61.1,65.8,94.7,0.6,92.9
612,20,4,139787,1734.5,3.05,62.8,41.9,20743,8348,535,114,96.2,69.6,91.8,1.6,67.9
613,20,5,25356,3923,15.47,60.7,23.8,7952,2502,215,76,43,82.5,73.6,2.6,93.5
614,20,6,1251,78,6.31,84.7,27.6,172,62,10,1,31,86.1,85.5,4.8,60.3
615,20,7,70289,6605,9.4,94.7,60.5,6272,3634,411,204,73.2,67.5,75.7,2.2,66.8
616,20,8,13288,429,3.23,93.1,41.4,4722,1213,186,77,53.5,47.4,85.5,4.1,84.1
617,20,9,6124,875,14.29,89.4,46,1426,349,19,6,46.7,73.8,75.4,2.5,65
618,20,10,22808,2783,12.2,97.3,30.8,6389,2246,257,75,68.6,45.1,67.4,1,99.2
619,20,11,32184,2254,7.01,67.1,26.6,13316,5003,522,54,77.6,49.8,97.1,3,72.1
620,20,12,15978,2859,17.9,87.1,48.6,4423,2268,78,43,95.3,93.3,77.3,4.2,65.2
621,20,13,77740,3584,4.61,53.1,34.2,19695,5340,658,134,35.5,36.7,69.9,1.5,64.9
622,20,14,108408,14090,13,88.3,29.9,33710,7174,776,264,66,45.9,97.1,1.7,88.3
623,20,15,2426,257,10.59,47.2,25.9,266,223,18,4,81.5,88.3,63.1,4.1,96.3
624,20,16,3321,280,8.44,71.1,30,358,284,12,3,48,53.9,91.7,1.8,98.4
625,20,17,1249,73,5.86,82.3,57.4,240,92,4,3,85.4,69.6,67.6,2,97.7
626,20,18,1840,251,13.65,46.4,27.1,415,58,6,3,45,64.4,91.5,1.7,89.3
627,20,19,20677,2785,13.47,50.7,32,10672,4098,340,116,94.2,52.9,81.3,1.8,65.9
628,20,20,32741,3352,10.24,95.4,48.3,6214,2340,96,56,70.9,39.1,93,0.9,93.9
629,20,21,50081,3076,6.14,66.5,36.2,8140,4619,414,186,84.3,67.7,82.8,2.6,72.8
630,20,22,620,34,5.62,84.4,44.5,124,21,5,1,80.6,76.5,80.1,3.6,87.2
631,20,23,72099,12161,16.87,83.4,47.6,12896,2778,346,64,46.8,90.3,88.1,2.9,62.3
632,20,24,18024,3126,17.35,70.7,45.2,8306,2022,159,40,64.4,44.9,87.4,5,85.4
633,20,25,2350,386,16.44,69.3,44.9,641,204,11,3,40.6,88.8,70.4,4,73
634,20,26,141987,15466,10.89,97.7,52,61828,12488,1080,523,54.7,92,95.4,2.8,73.9
635,20,27,8372,510,6.1,57.1,38.8,2980,734,158,44,35.5,65.5,91.8,1.6,89.7
636,20,28,60860,8641,14.2,88.3,29.4,8112,7814,537,262,87.4,93.6,78.7,4.6,74.4
637,20,29,20325,1734.5,14.1,93.1,58.6,9458,2206,237,46,36,96.5,98.5,2.5,87.5
638,20,30,12654,829,6.56,47.8,18.7,3352,522,46,26,49.9,72.3,98.4,1.8,62.8
639,20,31,166,15,9.26,52.2,31.7,41,15,1,0,86.6,62.9,75.7,4.5,85.5
640,20,32,919,95,10.35,89.1,34,419,83,6,2,85.2,49.1,62.7,3.1,65.3
641,21,1,44597,2785,6.25,78.7,54.9,8859,3432,155,127,83.5,68.6,91.4,2.1,95.5
642,21,2,1732,189,10.95,80.3,55.6,469,111,7,1,95.2,81.6,64.6,2.4,71.5
643,21,3,24350,2841,11.67,74.4,29.6,6823,3009,214,90,31.4,84.7,91.4,3.5,87.2
644,21,4,124534,10720,8.61,46.9,26.6,11641,8244,847,304,69.4,89,95.3,1.9,89.5
645,21,5,19846,3264,16.45,71.1,37,3361,2389,119,29,58.7,60,67,3.4,99.3
646,21,6,652,102,15.75,59.1,33.1,358,32,4,1,73.6,71.1,78,3.6,86.5
647,21,7,44064,3431,7.79,87.7,46.4,10179,3851,325,200,71.3,90.8,68.4,4.3,61.3
648,21,8,24055,3719,15.46,96,32.7,5794,1094,191,68,96.1,35.6,87.5,1,94.8
649,21,9,5272,306,5.81,95.7,32.4,2170,482,31,5,51.7,84.9,76.7,1.6,59.9
650,21,10,19071,3077,16.13,50,27.2,8422,1405,191,69,46.4,45.2,76.5,1.9,68
651,21,11,58844,3288,5.59,60.2,24,15713,2988,229,137,48.4,74.5,74.5,2.1,63.6
652,21,12,23118,2427,10.5,61.4,37.6,2949,1061,131,94,77.4,86.9,79,4.5,97.2
653,21,13,43010,3257,7.57,67.9,35.1,12958,6603,630,55,71.1,70.4,95.6,3.5,70.2
654,21,14,102431,13307,12.99,62.1,20.7,27860,7207,848,86,92.5,51.2,80.1,2.3,64
655,21,15,2690,298,11.08,51.9,19.5,588,96,7,5,39.9,61.4,63.1,3.2,93.5
656,21,16,1615,269,16.72,85.4,54.7,918,132,7,8,31.4,79,77.2,3.3,62.4
657,21,17,1420,231,16.28,61.6,33.8,134,24,8,0,47.1,83.7,61.7,4.4,96.6
658,21,18,2188,126,5.8,84.9,29.5,265,179,17,1,39.6,56.9,66.2,2.3,69.1
659,21,19,53092,1734.5,16.59,68.9,28.6,10206,1274,270,53,70.5,59.9,78.2,1.6,96.2
660,21,20,27786,1540,5.54,55,20.5,4453,1557,217,85,46.6,72.3,68.4,1.5,63.3
661,21,21,76573,8877,11.59,94.8,51.4,11173,2831,516,100,35.8,46.9,62.9,2,74.1
662,21,22,622,13,2.16,74.9,31.6,192,46,3,1,62.6,35.2,87.3,4.8,98.6
663,21,23,56298,7712,13.7,71.1,33.7,10955,5535,491,159,74.5,46.7,82.5,4.9,96.9
664,21,24,27297,1416,5.19,47.3,18.9,7438,1288,163,81,62.9,52.6,72.2,3.1,84.4
665,21,25,4148,650,15.69,82.3,41,506,359,21,3,75.1,49.3,74.3,4.9,66
666,21,26,244739,9411,3.85,87.6,39.9,43032,18331,1373,431,72.1,89.8,95,1.7,94.5
667,21,27,8000,735,9.19,86.4,56.8,5271,695,111,36,92.1,54.8,97.2,3.7,65.6
668,21,28,79427,9326,11.74,65.4,31.7,8494,6654,620,298,45.9,42.2,78,0.6,70.8
669,21,29,22259,1734.5,11.09,73.4,47.7,7669,2830,149,79,66.4,56.3,78,3.6,66.1
670,21,30,11551,1909,16.53,48,27,2877,1181,94,37,89.1,42.9,72.5,4.6,72.4
671,21,31,297,29,9.8,62,26.5,45,8,1,0,53.9,55,80.1,4.4,60.3
672,21,32,1370,46,3.41,95.5,39.6,429,34,10,0,59.3,66.7,99.1,3.9,89.7
673,22,1,35986,4453,12.38,66.3,37.6,10510,4647,164,50,46.8,47.4,74.3,4.6,68.2
674,22,2,731,70,9.71,48,18.9,161,104,11,1,61,55.6,80.1,0.6,84.9
675,22,3,21155,1274,6.02,92.7,42.7,6123,2602,246,75,32.6,43.8,83.5,2,88.3
676,22,4,106649,9061,8.5,90.6,44.9,27310,4231,471,211,52.5,88.3,69,4.5,65.7
677,22,5,19464,2574,13.23,57.8,28,4198,2217,71,21,71.5,71.9,77.3,2.2,93.7
678,22,6,1312,166,12.66,90.2,52.2,375,44,4,0,57.2,47.4,83,1.9,56.2
679,22,7,80126,3204,4,88.1,40.6,6250,2306,300,149,51.4,82.3,67.3,5,86.9
680,22,8,26776,1158,4.33,69.1,34.9,7127,2073,213,70,66.9,47.6,77,4.4,90.6
681,22,9,4889,134,2.76,95,30.2,1284,418,32,7,76.8,61.4,99.4,2.4,97
682,22,10,19973,1917,9.6,47,31.3,5246,1078,292,99,80,46.3,77.5,4.3,88.3
683,22,11,32231,1734.5,12.62,88.7,28.1,16067,5630,323,160,48.8,73,89.3,3.3,61.7
684,22,12,34445,4695,13.63,91.6,61.3,3724,2228,149,58,59.8,56.3,80.1,4.3,84.9
685,22,13,41586,1595,3.84,68.3,21.6,22476,3339,448,253,51.2,80.5,96,2.2,69.4
686,22,14,121862,3737,3.07,46,24.1,10282,5926,946,98,69.4,37.3,66.9,3.2,78.2
687,22,15,2746,180,6.56,63.6,41.3,427,202,10,7,81.4,90.7,68.3,2.8,62.1
688,22,16,2597,334,12.86,55.7,27.8,1002,111,12,3,82.9,91.8,91.7,3,58.4
689,22,17,817,43,5.3,67.7,30.9,310,82,7,3,69.7,81.6,64.4,0.9,65.6
690,22,18,2048,154,7.54,94.4,32.3,391,92,9,5,65.6,45.2,63.6,2,71.4
691,22,19,53980,4256,7.89,60.8,19.9,9021,1875,279,39,83.4,73.2,71.8,3.8,91.8
692,22,20,30922,5485,17.74,83.8,37.4,4897.5,2034,191,51,51.4,81.2,71.5,0.9,67.1
693,22,21,80018,6083,7.6,57.5,28.4,21204,4123,452,137,68.5,78.4,95.4,2.1,96.9
694,22,22,23532,75,17.09,57.3,20.2,148,56,5,1,44.3,92.6,96.6,0.5,65.3
695,22,23,40768,6347,15.57,75.6,24.2,10815,3533,303,208,62,49.6,74.4,1.6,86.3
696,22,24,23804,494,2.08,72.8,36,6922,2474,195,92,70,43.5,77.6,2.8,88
697,22,25,2600,79,3.05,59.7,37.4,1046,103,9,5,55.1,71.2,98.5,4.4,96.4
698,22,26,107430,13405,12.48,78,53.3,65218,20432,980,651,37.7,71.9,76.3,3.6,96.6
699,22,27,10020,1234,12.32,94.4,40.3,4897.5,944,79,40,95.7,46.2,61.3,2.6,89.8
700,22,28,110337,19642,17.8,94.7,29.7,11851,7669,209,199,63.4,50.6,76.9,4,72.4
701,22,29,19487,1034,5.31,60.7,23.6,3083,2238,148,89,68,56.3,99,4.1,67.1
702,22,30,8504,1529,17.98,48.2,29.7,1486,1107,79,17,35.9,52.3,67.7,0.8,87.3
703,22,31,311,10,3.26,51.1,19.3,60,11,1,0,51.7,43.7,60.2,2.4,77.3
704,22,32,805,74,9.24,90.4,41,319,93,6,1,75.4,55.2,94.1,3.3,55.9
705,23,1,24326,1643,6.76,67,25.7,15342,1474,287,122,58.4,77.1,91.4,1.1,68.6
706,23,2,1132,132,11.72,77.6,24.4,4897.5,45,10,1,46.3,97,78.1,3.4,86
707,23,3,14374,2541,17.68,50.8,30.5,8171,1509,283,32,75.9,36.9,75.7,4.1,93.1
708,23,4,137380,9038,6.58,51,16.1,18892,5092,437,64,65.8,38,76.2,0.8,57.5
709,23,5,33772,4526,13.4,77.6,39.1,8786,2487,132,30,79.7,88.4,65.2,0.6,59.1
710,23,6,1446,145,10.08,96.8,65.3,272,40,6,3,46.3,36.4,67.9,3.7,86
711,23,7,54162,4834,8.93,60.7,27.5,11345,2136,300,89,75.1,49.8,79.9,4,58.3
712,23,8,17362,2392,13.78,79.5,24.3,4666,1530,126,58,54.3,41.3,61.6,3.8,55.4
713,23,9,7643,502,6.57,91.4,40.8,1389,255,41,18,51,93.2,62.8,1.2,72.4
714,23,10,25371,3605,14.21,51.9,27.2,5155,2124,161,70,40.9,74.9,90.5,2,88.8
715,23,11,42076,5827,13.85,77.8,38.5,8404,2910,154,133,51.6,46.1,65.4,4.3,96.6
716,23,12,30271,2785,9.2,98,42.7,10439,2715,99,76,94.6,51.1,74.6,2.2,62.2
717,23,13,90638,12307,13.58,64.4,34.4,21430,3288,481,212,97.5,90.9,81.9,0.7,92.6
718,23,14,144218,3310,2.3,68.1,25.3,31099,4334,590,247,96.8,90.5,78.1,3.1,58.7
719,23,15,1338,50,3.75,85.4,55.8,4897.5,147,14,9,68.4,76.9,73,0.9,95.1
720,23,16,2552,93,3.67,56.9,17.6,302,144,19,1,100,100,96.3,1.5,67.9
721,23,17,1154,154,13.38,71.1,23.3,256,97,2,3,55.3,67.6,60.1,3.5,95.8
722,23,18,1184,50,4.23,64.5,44.3,597,77,13,1,37.5,58.2,94.2,1.1,62
723,23,19,48708,1129,2.32,87.7,50.3,9381,2513,208,100,37.2,53.2,76.9,3.8,59.5
724,23,20,35081,6225,17.74,67.7,36.8,5851,1618,93,31,60.1,66.4,89.8,1.4,94.8
725,23,21,47483,1458,3.07,59.8,40,14204,3854,194,46,43.5,59.3,96.3,2.4,58.6
726,23,22,816,91,11.2,85.6,37.1,85,23,1,1,49.9,47.7,94.4,2.1,68
727,23,23,69206,4801,6.94,78.9,46.9,19278,1650,276,195,84.5,95.8,73.5,4.4,56.6
728,23,24,38938,1734.5,9.63,95.2,52.1,10631,3506,291,59,40.1,41.9,88.7,2,69.4
729,23,25,2887,364,12.61,85.7,39.9,513,115,21,9,31.8,70.6,85.3,4.4,65.6
730,23,26,125559,3203,2.55,89.6,38.3,35084,20287,1839,355,54.7,43.7,82,2.2,58.5
731,23,27,18778,875,4.66,72.3,35.2,3154,498,159,44,35,89,64.6,1.9,97.8
732,23,28,92432,3409,3.69,71,40.7,21430,4938,519,135,51,48.1,71.4,3.6,97
733,23,29,27269,850,3.12,76.5,52.8,9071,2641,223,38,97.7,75.6,84.8,2.6,71.7
734,23,30,7647,858,11.23,49.7,31.6,2877,373,72,33,35.5,91.3,80.1,3.3,74.3
735,23,31,289,12,4.27,87.9,52.4,37,24,1,0,39.8,62.1,71.5,0.8,96.5
736,23,32,1258,152,12.14,75.4,24.4,331,54,6,3,83,85.1,69.8,2.4,85.7
737,24,1,52489,7963,15.17,87.4,35.5,15296,1321,244,52,54.1,78.6,69,4.4,61.4
738,24,2,1520,173,11.39,71.1,25.1,473,49,7,3,65.2,42.1,74.1,2.8,60.6
739,24,3,25995,3008,11.57,48.7,15.9,7506,1254,143,39,93.5,54.3,80.4,1.7,78.2
740,24,4,145121,5166,3.56,80.7,35.7,21657,8077,620,353,88.6,35.4,67.8,0.9,58.6
741,24,5,13769,1536,11.16,70.5,40.9,5115,1991,188,22,96.8,73,94.5,3,93.8
742,24,6,672,81,12.1,65.3,30,352,129,12,4,51.2,61.9,67,1.7,83.7
743,24,7,59428,9222,15.52,71,22.8,15205,2072,370,188,63.3,38.6,82.9,0.6,69.3
744,24,8,13510,1442,10.68,98.5,39,5533,1460,190,32,71.5,75.2,69.8,1.7,95.2
745,24,9,5910,959,16.23,81.4,24.9,704,277,41,6,38,43.9,93.9,1.1,73.5
746,24,10,31361,2258,7.2,69.2,46.5,8413,3369,157,61,77.6,72.3,90.9,4.3,72.8
747,24,11,33467,3732,11.15,59.6,23.2,7131,3360,139,61,60.8,82.1,73.7,1.8,64.3
748,24,12,34572,1219,3.53,80.6,30.8,5664,1179,90,45,55.5,59.8,74.7,1.9,56
749,24,13,102075,14620,14.32,94.9,47.4,21815,7301,374,217,79.5,51.8,81.2,2.6,61.8
750,24,14,101761,18217,17.9,92.3,35,34901,3421,284,142,44.9,74.1,80.1,4,73.1
751,24,15,3305,163,4.94,64.8,31.7,421,225,20,5,63.2,65.2,82.5,1.7,71.9
752,24,16,1649,229,13.89,90.7,36.3,942,220,12,9,63.9,61.3,81.6,4.5,69.1
753,24,17,1031,104,10.11,93.6,35.4,276,79,3,2,79.6,76.8,75.4,3.2,57
754,24,18,1327,113,8.52,67.3,28.3,617,169,14,5,58.6,61.2,79.9,3.2,82.1
755,24,19,40351,5405,13.4,77.7,49.6,6189,3961,228,127,52.9,39.2,73.9,4.8,76.2
756,24,20,29896,3629,12.14,52.6,35.1,5420,2612,103,17,72.2,83.8,72.9,3.3,63.7
757,24,21,70516,3496,4.96,46.3,18.6,15379,6072,357,108,71.6,91.6,99.3,1.8,84
758,24,22,838,105,12.58,48.5,27.3,74,54,3,1,79.2,51.2,91.2,3.2,83
759,24,23,84697,7430,8.77,94.2,45.9,7549,5035,234,152,48.3,69.8,98.1,4.8,67.8
760,24,24,22782,2217,9.73,61.2,34.6,5715,1895,133,83,54.1,40,99.6,0.5,79
761,24,25,2386,265,11.13,84.4,26.8,843,227,18,8,97.4,88.9,80.1,3,84.5
762,24,26,268449,14754,5.5,95.6,45.3,66286,9951,1529,299,63.2,46.5,82.9,4.8,93.8
763,24,27,21203,465,2.19,59,39.1,4628,1303,148,30,48,61.2,77.9,1.4,94.6
764,24,28,42180,5140,12.19,56.9,19.8,18153,5747,645,56,56.5,38.7,99.6,4.4,98.8
765,24,29,24436,1458,5.97,50.8,31.3,8153,1212,255,57,41.7,43.6,68.7,3.8,76.7
766,24,30,5841,462,7.92,88.4,33.3,2777,409,54,7,77.4,61.2,64.9,0.7,67
767,24,31,353,50,14.32,67.4,25.9,74,12,1,0,67.6,50.6,97.2,1.9,85
768,24,32,1086,173,15.94,59.3,26.7,290,66,9,3,92,64.8,77.9,3.4,93
769,25,1,38926,1734.5,5.12,52.6,18.3,9886,1722,339,35,74,37.2,65.1,0.7,97.2
770,25,2,1225,75,6.14,94.2,29.6,446,117,5,4,90.3,92.8,92.2,1.4,78.9
771,25,3,38273,1124,2.94,79.4,52.9,8087,1922,229,67,54.7,47.4,70.9,4,92.5
772,25,4,99082,6356,6.42,67.2,32.6,13560,3966,370,162,31.9,75.8,95.3,3,77.5
773,25,5,29494,2225,7.54,71.1,29.5,2665,2325,159,73,61.7,85.9,80.5,2.4,61.8
774,25,6,1547,197,12.79,91.5,29.6,203,37,7,2,50.5,45.9,65.9,4.2,83.2
775,25,7,37512,4367,11.64,50.6,23.3,9082,6105,363,71,42.8,71,77.8,3.2,55.2
776,25,8,13291,539,4.06,94.2,63,7152,857,68,66,79,50.5,72.6,4.7,56.1
777,25,9,5744,858,14.95,46.1,20.5,1597,651,27,9,58.9,73.8,99.5,4.2,87.4
778,25,10,35977,1734.5,5.96,73.5,27.3,10777,1224,152,111,79.7,72.3,74.7,4.2,56.3
779,25,11,75203,11418,15.18,95.2,31,17140,1418,448,81,30.4,38.7,96.6,1.1,70.6
780,25,12,34076,1160,3.41,76.2,41.2,5758,1130,269,54,78.7,35.9,79.5,4.7,74.5
781,25,13,100740,8631,8.57,55.8,38.1,16204,2450,327,196,81.7,83.2,95.8,1.3,78.2
782,25,14,146773,9842,6.71,97.5,31.5,20941,10350,249,196,90.3,72.9,84.4,1.5,83.8
783,25,15,2381,76,3.23,52.4,35.4,883,73,9,1,43.7,68.2,64.1,4.9,67
784,25,16,3786,474,12.54,60.2,32.2,348,256,18,8,72.6,56.1,93.6,3.2,70.8
785,25,17,946,150,15.92,71.7,36.6,120,51,8,3,50.9,86.4,93.8,0.6,87.7
786,25,18,2097,279,13.32,60.1,22.9,488,126,12,1,78,79.5,74.9,3.5,74.9
787,25,19,45932,7578,16.5,53,25.2,7688,1199,109,60,76.5,80.7,98.2,1.4,74.3
788,25,20,25637,1222,4.77,57.9,27.6,4301,806,171,77,50.8,45.9,95.8,2.8,97
789,25,21,71754,11575,16.13,91.9,61,7003,5734,613,233,97.9,65.9,69.5,4.4,70
790,25,22,295,45,15.33,79.2,54.8,137,54,2,0,81.2,89.4,96.2,3.8,96.6
791,25,23,76457,2907,3.8,87.3,31.1,6284,1864,161,200,80.5,61.5,90.8,1,98.9
792,25,24,37307,6269,16.81,83.3,41.2,4897.5,2007,305,80,49.4,55.3,75.9,1.9,62.3
793,25,25,3122,174,5.58,71.7,39,986,197,14,2,47.8,48,86.3,1.7,94.8
794,25,26,185068,4522,2.44,58.2,28.5,26728,12273,894,363,95.8,50,73.4,1.1,75.5
795,25,27,12457,1097,8.81,77.3,43,3123,1613,75,26,63.4,95.1,90.6,3.7,73.1
796,25,28,105856,11999,11.34,98.2,67.6,23039,6745,383,218,46.8,72.2,80.9,4.4,80
797,25,29,22498,1244,5.53,60.1,36.4,8896,2568,258,56,66.1,60.1,88,4,88.4
798,25,30,5979,666,11.14,89.8,49,4055,308,91,10,32.1,75.4,67.6,1.6,91.4
799,25,31,343,10,3.16,81.5,35.1,40,8,1,0,97.4,40.8,85.7,3.1,76.4
800,25,32,1075,85,7.92,92.7,62.2,354,100,4,2,47,36.9,72.4,1.6,94.8
801,26,1,45361,1783,3.93,52.5,19.9,14776,4177,149,107,69.6,70.1,80.5,1.4,67.5
802,26,2,692,49,7.13,95.2,55.3,379,74,7,1,83.8,88.7,63.4,3,61.6
803,26,3,18942,1295,6.84,77.5,44.9,5942,1031,146,57,42,83.7,75.1,3.3,95.8
804,26,4,74656,10887,14.58,82.6,51,32586,5793,984,160,68.7,54,76.2,1.1,66.7
805,26,5,22662,1639,7.23,56,27.7,3485,989,182,80,72.8,82.3,94.2,4,99.8
